OBS#,CHK_ACCT,DURATION,HISTORY,NEW_CAR,USED_CAR,FURNITURE,RADIO/TV,EDUCATION,RETRAINING,AMOUNT,SAV_ACCT,EMPLOYMENT,INSTALL_RATE,MALE_DIV,MALE_SINGLE,MALE_MAR_or_WID,CO-APPLICANT,GUARANTOR,PRESENT_RESIDENT,REAL_ESTATE,PROP_UNKN_NONE,AGE,OTHER_INSTALL,RENT,OWN_RES,NUM_CREDITS,JOB,NUM_DEPENDENTS,TELEPHONE,FOREIGN,RESPONSE
385,3,30.0,3,0,0,0,0,0,1,4272.0,1,2,2,0,1,0,0,0,2,0,0,,0,0,1,2,1,1,0,0,1
386,3,18.0,4,0,0,0,1,0,0,2238.0,0,2,2,0,0,0,0,0,1,0,0,25.0,0,0,1,2,2,1,0,0,1
387,3,18.0,2,0,0,0,1,0,0,1126.0,4,1,4,0,0,0,0,0,2,1,0,21.0,0,1,0,1,2,1,1,0,1
388,1,18.0,4,0,0,1,0,0,0,7374.0,0,0,4,0,1,0,0,0,4,0,0,40.0,1,0,1,2,3,1,1,0,1
389,1,15.0,4,0,0,0,0,0,1,2326.0,2,2,2,0,1,0,0,0,4,0,0,,1,0,1,1,2,1,0,0,1
390,3,9.0,2,0,0,0,0,0,1,1449.0,0,3,3,0,0,0,0,0,2,0,0,27.0,0,0,1,2,2,1,0,0,1
391,3,18.0,2,1,0,0,0,0,0,1820.0,0,2,2,0,0,1,0,0,2,0,0,30.0,0,0,1,1,3,1,1,0,1
392,1,12.0,2,0,0,1,0,0,0,983.0,3,1,1,0,0,0,0,0,4,1,0,19.0,0,1,0,1,1,1,0,0,1
393,0,,2,1,0,0,0,0,0,3249.0,0,3,2,0,1,0,0,0,4,0,1,39.0,1,0,0,1,3,2,1,0,1
394,0,6.0,4,0,0,0,1,0,0,1957.0,0,3,1,0,0,0,0,0,4,0,0,31.0,0,0,1,1,2,1,0,0,1
395,3,9.0,4,0,0,1,0,0,0,2406.0,0,0,2,0,1,0,0,0,3,0,0,31.0,0,0,1,1,3,1,0,0,1
396,1,39.0,3,0,0,0,0,1,0,11760.0,1,3,2,0,1,0,0,0,3,0,1,32.0,0,1,0,1,2,1,1,0,1
397,0,12.0,2,0,0,1,0,0,0,2578.0,0,0,3,0,0,0,0,0,4,0,1,55.0,0,0,0,1,3,1,0,0,1
398,0,36.0,4,0,0,1,0,0,0,2348.0,0,2,3,0,0,1,0,0,2,0,0,46.0,0,0,1,2,2,1,1,0,1
399,1,12.0,2,1,0,0,0,0,0,1223.0,0,4,1,1,0,0,0,0,1,1,0,46.0,0,1,0,2,2,1,0,0,0
400,3,24.0,4,0,0,0,1,0,0,1516.0,3,2,4,0,0,0,0,0,1,1,0,43.0,0,0,1,2,1,1,0,0,1
401,3,18.0,2,0,0,0,1,0,0,1473.0,0,1,3,0,0,1,0,0,4,1,0,39.0,0,0,1,1,2,1,1,0,1
402,1,18.0,4,0,0,0,0,0,1,1887.0,4,2,4,0,0,1,0,0,4,1,0,28.0,1,0,1,2,2,1,0,0,1
403,3,24.0,3,0,0,0,0,0,1,8648.0,0,1,2,0,1,0,0,0,2,0,0,27.0,1,0,1,2,2,1,1,0,0
404,3,14.0,3,1,0,0,0,0,0,802.0,0,2,4,0,1,0,0,0,2,0,0,27.0,0,0,1,2,1,1,0,0,1
405,1,18.0,3,1,0,0,0,0,0,2899.0,4,4,4,0,1,0,0,0,4,0,0,43.0,0,0,1,1,2,2,0,0,1
406,1,24.0,2,0,0,0,1,0,0,2039.0,0,1,1,0,0,1,0,0,1,0,0,22.0,0,0,1,1,2,1,1,0,0
407,3,24.0,4,0,1,0,0,0,0,2197.0,4,3,4,0,1,0,0,0,4,0,0,43.0,0,0,1,2,2,2,1,0,1
408,0,15.0,2,0,0,0,1,0,0,1053.0,0,1,4,0,0,1,0,0,2,1,0,27.0,0,0,1,1,2,1,0,1,1
409,3,24.0,2,0,0,0,1,0,0,3235.0,2,4,3,1,0,0,0,0,2,0,0,26.0,0,0,1,1,3,1,1,0,1
410,2,12.0,4,1,0,0,0,0,0,-939.0,2,3,4,0,0,1,0,0,2,1,0,28.0,0,0,1,3,2,1,1,0,0
411,1,24.0,2,0,0,0,1,0,0,1967.0,0,4,4,0,0,0,0,0,4,0,0,20.0,0,0,1,1,2,1,1,0,1
412,3,33.0,4,0,1,0,0,0,0,7253.0,0,3,3,0,1,0,0,0,2,0,0,35.0,0,0,1,2,3,1,1,0,1
413,3,12.0,4,0,0,0,0,0,1,2292.0,0,0,4,0,1,0,0,0,2,0,0,42.0,1,0,1,2,3,1,1,0,0
414,3,10.0,2,1,0,0,0,0,0,1597.0,2,2,3,0,1,0,0,0,2,0,1,40.0,0,1,0,1,1,2,0,1,1
415,0,24.0,2,1,0,0,0,0,0,1381.0,4,2,4,0,0,0,0,0,2,0,0,,0,0,1,1,2,1,0,0,0
416,3,36.0,4,0,1,0,0,0,0,5842.0,0,4,2,0,1,0,0,0,2,0,0,35.0,0,0,1,2,2,2,1,0,1
417,0,,2,1,0,0,0,0,0,2579.0,0,1,4,0,1,0,0,0,1,1,0,33.0,0,0,1,1,1,2,0,0,0
418,0,18.0,3,0,0,0,0,1,0,8471.0,4,2,1,0,0,0,0,0,2,0,0,23.0,0,1,0,2,2,1,1,0,1
419,3,21.0,2,1,0,0,0,0,0,2782.0,2,3,1,0,0,0,0,0,2,0,0,31.0,1,0,1,1,3,1,0,0,1
420,1,18.0,2,1,0,0,0,0,0,1042.0,4,2,4,0,0,0,0,0,2,0,0,33.0,0,0,1,1,2,1,0,0,0
421,3,15.0,2,1,0,0,0,0,0,3186.0,3,3,2,0,0,0,0,0,3,0,0,20.0,0,1,0,1,2,1,0,0,1
422,1,12.0,2,0,1,0,0,0,0,2028.0,4,2,4,0,1,0,0,0,2,0,0,30.0,0,0,1,1,2,1,0,0,1
423,1,12.0,4,1,0,0,0,0,0,958.0,0,3,2,0,1,0,0,0,3,1,0,47.0,0,0,1,2,1,2,0,0,1
424,3,21.0,3,0,0,1,0,0,0,,1,3,4,0,1,0,0,0,3,1,0,34.0,0,0,1,2,3,1,0,0,1
425,1,12.0,2,0,0,1,0,0,0,2762.0,4,4,1,0,0,0,0,0,2,0,0,25.0,1,0,1,1,2,1,1,0,0
426,1,18.0,2,0,1,0,0,0,0,2779.0,0,2,1,0,0,1,0,0,3,0,0,21.0,0,1,0,1,2,1,1,0,1
427,3,28.0,4,0,0,0,1,0,0,2743.0,0,4,4,0,1,0,0,0,2,0,0,29.0,0,0,1,2,2,1,0,0,1
428,3,18.0,4,0,0,0,1,0,0,1149.0,3,2,4,0,1,0,0,0,3,1,0,46.0,0,0,1,2,2,1,0,0,1
429,3,9.0,2,0,0,1,0,0,0,1313.0,0,4,1,0,1,0,0,0,4,0,0,20.0,0,0,1,1,2,1,0,0,1
430,0,18.0,4,0,0,0,0,0,0,,0,0,2,0,0,0,0,0,4,0,1,55.0,0,0,0,3,0,2,0,0,0
431,3,5.0,2,0,0,0,0,0,1,,0,3,1,0,1,0,0,0,4,1,0,74.0,0,0,1,1,1,1,0,0,1
432,1,24.0,2,0,0,0,0,0,0,11328.0,0,2,2,0,1,0,1,0,3,0,0,29.0,1,0,1,2,3,1,1,0,0
433,0,6.0,4,0,0,1,0,0,0,1872.0,0,0,4,0,1,0,0,0,4,0,1,36.0,0,0,0,3,3,1,1,0,1
434,3,24.0,4,0,0,0,0,0,0,2058.0,0,2,4,1,0,0,0,0,2,1,0,33.0,0,0,1,2,2,1,1,0,1
435,0,9.0,2,0,0,1,0,0,0,2136.0,0,2,3,0,1,0,0,0,2,1,0,25.0,0,0,1,1,2,1,0,0,1
436,1,12.0,2,0,0,0,1,0,0,1484.0,4,2,2,0,0,1,0,0,1,1,0,25.0,0,0,1,1,2,1,1,0,0
437,3,6.0,2,0,0,0,0,0,0,660.0,2,3,2,0,0,1,0,0,4,1,0,23.0,0,1,0,1,1,1,0,0,1
438,3,24.0,4,1,0,0,0,0,0,1287.0,3,4,4,0,0,0,0,0,4,1,0,37.0,0,0,1,2,2,1,1,0,1
439,0,42.0,4,0,0,0,0,0,0,3394.0,0,0,4,0,1,0,1,0,4,0,0,65.0,0,0,1,2,0,1,0,0,1
440,2,12.0,1,0,0,0,0,0,1,,0,1,4,0,0,0,0,0,1,1,0,26.0,0,0,1,1,0,1,0,0,0
441,3,12.0,2,1,0,0,0,0,0,1884.0,0,4,4,0,1,0,0,0,4,0,0,39.0,0,0,1,1,3,1,1,0,1
442,0,12.0,2,0,0,1,0,0,0,1620.0,0,2,2,0,0,0,1,0,3,0,0,30.0,0,0,1,1,2,1,0,0,1
443,1,20.0,3,0,0,0,0,0,0,2629.0,0,2,2,0,1,0,0,0,3,0,0,29.0,1,0,1,2,2,1,1,0,1
444,3,12.0,2,0,0,0,0,1,0,719.0,0,4,4,0,1,0,0,0,4,0,0,41.0,1,0,1,1,1,2,0,0,0
445,1,48.0,4,0,0,1,0,0,0,5096.0,0,2,2,0,0,0,0,0,3,0,0,30.0,0,0,1,1,3,1,1,0,0
446,3,9.0,4,0,0,0,0,1,0,1244.0,4,4,4,0,0,0,0,0,4,0,0,41.0,0,1,0,2,1,1,0,0,1
447,0,36.0,2,1,0,0,0,0,0,1842.0,0,1,4,0,0,0,0,0,4,0,0,34.0,0,0,1,1,2,1,1,0,0
448,1,7.0,2,0,0,0,1,0,0,2576.0,0,2,2,0,1,0,0,1,2,1,0,35.0,0,0,1,1,2,1,0,0,1
449,2,12.0,2,0,0,1,0,0,0,1424.0,4,4,3,0,0,0,0,0,4,1,0,55.0,0,0,1,1,3,1,1,0,1
450,1,15.0,3,0,0,0,0,0,0,1512.0,3,2,3,0,0,1,0,0,3,0,0,61.0,1,0,1,2,2,1,0,0,0
451,3,36.0,4,0,1,0,0,0,0,11054.0,4,2,4,0,1,0,0,0,2,0,0,-30.0,0,0,1,1,3,1,1,0,1
452,3,6.0,2,0,0,0,1,0,0,-518.0,0,2,3,0,0,0,0,0,1,1,0,29.0,0,0,1,1,2,1,0,0,1
453,3,12.0,0,0,0,1,0,0,0,2759.0,0,4,2,0,1,0,0,0,4,0,0,,0,0,1,2,2,1,0,0,1
454,3,24.0,2,0,1,0,0,0,0,2670.0,0,4,4,0,1,0,0,0,4,0,0,35.0,0,0,1,1,3,1,1,0,1
455,0,24.0,2,1,0,0,0,0,0,4817.0,0,3,2,0,1,0,1,0,3,0,0,31.0,0,0,1,1,2,1,1,0,0
456,3,24.0,2,0,1,0,0,0,0,2679.0,0,1,4,0,0,0,0,0,1,0,1,29.0,0,0,1,1,3,1,1,0,1
457,0,11.0,4,1,0,0,0,0,0,3905.0,0,2,2,0,1,0,0,0,2,1,0,36.0,0,1,0,2,2,2,0,0,1
458,0,,2,0,1,0,0,0,0,3386.0,0,4,3,0,1,0,0,0,4,0,1,,0,0,0,1,2,1,1,0,0
459,0,6.0,2,0,0,0,0,0,0,343.0,0,1,4,0,0,0,0,0,1,1,0,27.0,0,0,1,1,2,1,0,0,1
460,3,18.0,2,0,0,0,1,0,0,4594.0,0,1,3,0,1,0,0,0,2,0,0,32.0,0,0,1,1,2,1,1,0,1
461,0,36.0,2,0,0,1,0,0,0,3620.0,0,2,1,0,1,0,0,1,2,0,0,37.0,0,0,1,1,2,2,0,0,1
462,0,15.0,2,1,0,0,0,0,0,1721.0,0,1,2,0,1,0,0,0,3,1,0,36.0,0,0,1,1,2,1,0,0,1
463,1,12.0,2,0,0,1,0,0,0,3017.0,0,1,3,0,0,0,0,0,1,1,0,34.0,0,1,0,1,3,1,0,0,1
464,1,12.0,2,0,0,0,0,0,0,754.0,4,4,4,0,1,0,0,0,4,0,0,38.0,0,0,1,2,2,1,0,0,1
465,3,18.0,2,0,0,0,0,0,1,1950.0,0,3,4,0,1,0,0,0,1,0,0,,1,0,1,2,2,1,1,0,1
466,0,24.0,2,0,1,0,0,0,0,2924.0,0,2,3,0,1,0,0,1,4,0,1,63.0,1,0,1,1,2,2,1,0,1
467,0,24.0,3,0,0,0,1,0,0,1659.0,0,1,4,0,0,0,0,0,2,0,0,29.0,0,1,0,1,1,1,1,0,0
468,3,48.0,3,0,0,0,1,0,0,7238.0,4,4,3,0,1,0,0,0,3,0,0,32.0,1,0,1,2,2,2,0,0,1
469,3,33.0,3,0,0,0,0,0,1,2764.0,0,2,2,0,0,0,0,0,2,0,0,26.0,0,0,1,2,2,1,1,0,1
470,3,24.0,3,0,1,0,0,0,0,4679.0,0,3,3,0,1,0,0,0,3,0,0,35.0,0,0,1,2,1,1,1,0,1
471,1,24.0,2,0,0,0,1,0,0,3092.0,1,1,3,0,0,1,0,0,2,0,0,22.0,0,1,0,1,2,1,1,0,0
472,0,6.0,2,0,0,0,0,1,0,448.0,0,1,4,0,0,0,0,0,4,0,0,23.0,0,0,1,1,2,1,0,0,0
473,0,9.0,2,1,0,0,0,0,0,654.0,0,2,4,0,1,0,0,0,3,0,0,28.0,0,0,1,1,1,1,0,0,0
474,3,6.0,2,0,0,0,0,0,0,1238.0,4,0,4,0,1,0,0,0,4,0,0,36.0,0,0,1,1,3,2,1,0,1
475,1,18.0,4,0,0,0,1,0,0,1245.0,0,2,4,0,0,1,0,0,2,0,0,33.0,0,0,1,1,2,1,0,0,0
476,0,18.0,0,0,0,1,0,0,0,,0,1,1,0,0,0,0,0,4,0,0,26.0,0,1,0,1,2,1,0,0,0
477,3,39.0,2,0,1,0,0,0,0,2569.0,2,2,4,0,1,0,0,0,4,0,0,24.0,0,0,1,1,2,1,0,0,1
478,2,24.0,2,0,0,0,1,0,0,5152.0,0,3,4,0,1,0,0,0,2,0,0,25.0,1,0,1,1,2,1,0,0,1
479,1,12.0,2,0,0,0,0,0,1,1037.0,1,3,3,0,1,0,0,0,4,1,0,39.0,0,0,1,1,1,1,0,0,1
480,0,15.0,4,0,0,1,0,0,0,1478.0,0,4,4,0,1,0,0,0,4,0,0,44.0,0,0,1,2,2,2,1,0,1
481,1,12.0,4,0,0,0,1,0,0,,0,2,1,0,0,0,0,0,1,1,0,23.0,0,0,1,1,1,1,0,0,1
482,1,24.0,2,1,0,0,0,0,0,1201.0,0,1,4,0,1,0,0,0,1,0,0,26.0,0,0,1,1,2,1,0,0,1
483,0,30.0,2,0,0,1,0,0,0,3622.0,3,4,4,0,0,0,0,0,4,0,0,,0,1,0,2,2,1,1,0,1
484,3,,3,0,0,1,0,0,0,960.0,3,3,3,0,0,0,0,0,2,0,0,30.0,0,0,1,2,2,1,0,0,1
485,3,12.0,4,1,0,0,0,0,0,1163.0,2,2,4,0,1,0,0,0,4,1,0,44.0,0,0,1,1,2,1,1,0,1
486,1,6.0,3,1,0,0,0,0,0,1209.0,0,0,4,0,1,0,0,0,4,0,0,47.0,0,0,1,1,3,1,1,0,0
487,3,12.0,2,0,0,0,1,0,0,3077.0,0,2,2,0,1,0,0,0,4,0,0,52.0,0,0,1,1,2,1,1,0,1
488,3,24.0,2,1,0,0,0,0,0,3757.0,0,4,4,0,0,0,1,0,4,0,1,62.0,0,0,0,1,2,1,1,0,1
489,3,10.0,2,1,0,0,0,0,0,1418.0,1,2,3,0,1,0,0,0,2,1,0,35.0,0,1,0,1,1,1,0,1,1
490,3,6.0,2,1,0,0,0,0,0,3518.0,0,2,2,0,1,0,0,1,3,0,0,26.0,0,1,0,1,2,1,0,0,1
491,3,12.0,4,0,0,0,1,0,0,1934.0,0,4,2,0,1,0,0,0,2,0,1,26.0,0,0,1,2,2,1,0,0,1
492,1,27.0,0,0,0,0,0,0,1,8318.0,0,4,2,0,0,0,0,0,4,0,1,42.0,0,0,0,2,3,1,1,0,0
493,3,6.0,4,0,0,0,1,0,0,1237.0,1,2,1,0,0,0,0,0,1,0,0,27.0,0,0,1,2,2,1,0,0,1
494,1,6.0,2,0,0,0,1,0,0,368.0,4,4,4,0,1,0,0,0,4,0,0,38.0,0,0,1,1,2,1,0,0,1
495,0,12.0,4,1,0,0,0,0,0,2122.0,0,2,3,0,1,0,0,0,2,1,0,39.0,0,1,0,2,1,2,0,1,1
496,0,24.0,2,0,0,1,0,0,0,2996.0,4,2,2,0,0,1,0,0,4,0,0,20.0,0,0,1,1,2,1,0,0,0
497,1,36.0,2,0,0,1,0,0,0,9034.0,1,1,4,0,1,0,1,0,1,0,1,29.0,0,1,0,1,3,1,1,0,0
498,3,24.0,4,0,0,1,0,0,0,1585.0,0,3,4,0,1,0,0,0,3,0,0,40.0,0,0,1,2,2,1,0,0,1
499,1,18.0,2,0,0,0,1,0,0,1301.0,0,4,4,0,0,1,0,1,2,1,0,32.0,0,0,1,1,1,1,0,0,1
500,2,6.0,4,1,0,0,0,0,0,1323.0,1,4,2,1,0,0,0,0,4,0,0,28.0,0,0,1,2,2,2,1,0,1
501,0,24.0,2,1,0,0,0,0,0,3123.0,0,1,4,0,0,0,0,0,1,0,0,27.0,0,0,1,1,2,1,0,0,0
502,0,36.0,2,0,1,0,0,0,0,5493.0,0,4,2,0,1,0,0,0,4,0,1,42.0,0,0,0,1,2,2,0,0,1
503,2,9.0,2,0,0,0,1,0,0,1126.0,1,4,2,1,0,0,0,0,4,1,0,49.0,0,0,1,1,2,1,0,0,1
504,1,24.0,4,0,0,0,1,0,0,1216.0,1,1,4,0,1,0,0,0,4,0,1,38.0,1,0,1,2,2,2,0,0,0
505,0,24.0,2,1,0,0,0,0,0,1207.0,0,1,4,0,0,0,0,0,4,0,0,24.0,0,1,0,1,2,1,0,0,0
506,3,10.0,2,1,0,0,0,0,0,1309.0,4,2,4,0,1,0,0,1,4,0,0,27.0,0,0,1,1,1,1,0,0,0
507,2,15.0,4,0,1,0,0,0,0,2360.0,2,2,2,0,1,0,0,0,2,0,0,36.0,0,0,1,1,2,1,1,0,1
508,1,15.0,1,1,0,0,0,0,0,6850.0,1,0,1,0,1,0,0,0,2,0,0,,0,0,1,1,3,2,1,0,0
509,3,,2,0,0,0,1,0,0,1413.0,0,2,4,0,0,1,0,0,2,0,0,28.0,0,0,1,1,2,1,0,0,1
510,3,39.0,2,0,1,0,0,0,0,8588.0,1,4,4,0,1,0,0,0,2,0,0,,0,0,1,1,3,1,1,0,1
511,0,12.0,2,1,0,0,0,0,0,759.0,0,3,4,0,1,0,0,0,2,1,0,26.0,0,0,1,1,2,1,0,0,0
512,3,36.0,2,0,1,0,0,0,0,4686.0,0,2,2,0,1,0,0,0,2,0,1,32.0,0,0,0,1,3,1,1,0,1
513,2,15.0,2,0,0,0,0,0,1,2687.0,0,3,2,0,1,0,0,0,4,0,0,26.0,0,1,0,1,2,1,1,0,1
514,1,12.0,3,0,0,0,1,0,0,585.0,0,2,4,0,0,1,1,0,4,1,0,20.0,0,1,0,2,2,1,0,0,1
515,3,24.0,2,1,0,0,0,0,0,2255.0,4,1,4,0,1,0,0,0,1,0,0,54.0,0,0,1,1,2,1,0,0,1
516,0,6.0,4,1,0,0,0,0,0,609.0,0,3,4,0,0,0,0,0,3,0,0,37.0,0,0,1,2,2,1,0,1,1
517,0,6.0,4,1,0,0,0,0,0,1361.0,0,1,2,0,1,0,0,0,4,1,0,40.0,0,0,1,1,1,2,0,1,1
518,3,36.0,4,0,0,1,0,0,0,7127.0,0,1,2,0,0,0,0,0,4,0,0,23.0,0,1,0,2,2,1,1,0,0
519,0,6.0,2,1,0,0,0,0,0,1203.0,1,4,3,0,1,0,0,0,2,0,0,,0,0,1,1,2,1,1,0,1
520,3,6.0,4,0,0,0,1,0,0,700.0,4,4,4,0,1,0,0,0,4,0,1,36.0,0,0,0,2,2,1,0,0,1
521,3,24.0,4,0,0,0,0,0,0,5507.0,0,4,3,0,1,0,0,0,4,0,1,44.0,0,0,0,2,2,1,0,0,1
522,0,18.0,2,0,0,0,1,0,0,3190.0,0,2,2,0,0,0,0,0,2,1,0,24.0,0,0,1,1,2,1,0,0,0
523,0,48.0,0,0,0,1,0,0,0,7119.0,0,2,3,0,1,0,0,0,4,0,1,53.0,0,0,0,2,2,2,0,0,0
524,3,200.0,2,0,1,0,0,0,0,3488.0,1,3,3,0,0,0,0,0,4,0,0,23.0,0,0,1,1,2,1,0,0,1
525,1,18.0,2,0,0,0,1,0,0,1113.0,0,2,4,0,0,0,0,1,4,1,0,26.0,0,0,1,1,1,2,0,0,1
526,1,,2,0,1,0,0,0,0,7966.0,0,1,2,0,1,0,0,0,3,0,0,30.0,0,0,1,2,2,1,0,0,1
527,3,15.0,4,0,0,0,0,1,0,1532.0,1,2,4,0,0,0,0,0,3,0,0,31.0,0,0,1,1,2,1,0,0,1
528,3,4.0,4,0,0,0,1,0,0,,0,3,2,0,1,0,0,0,1,1,0,42.0,0,0,1,2,1,2,0,0,1
529,0,36.0,2,0,0,0,1,0,0,2302.0,0,2,4,1,0,0,0,0,4,0,0,31.0,0,1,0,1,2,1,0,0,0
530,0,6.0,2,1,0,0,0,0,0,662.0,0,1,3,0,1,0,0,0,4,1,0,41.0,0,0,1,1,1,2,1,0,1
531,1,36.0,2,0,0,0,0,1,0,2273.0,0,3,3,0,1,0,0,0,1,0,0,32.0,0,0,1,2,2,2,0,0,1
532,1,,2,1,0,0,0,0,0,2631.0,1,2,2,0,0,0,0,0,4,0,0,28.0,0,1,0,2,2,1,1,0,0
533,3,12.0,3,0,1,0,0,0,0,1503.0,0,2,4,0,0,1,0,0,4,1,0,41.0,0,1,0,1,2,1,0,0,1
534,3,24.0,2,0,0,0,1,0,0,1311.0,1,3,4,0,0,1,0,0,3,0,0,26.0,0,0,1,1,2,1,1,0,1
535,3,24.0,2,0,0,0,1,0,0,3105.0,4,1,4,0,1,0,0,0,2,0,0,25.0,0,0,1,2,2,1,0,0,1
536,2,21.0,4,0,0,0,0,1,0,2319.0,0,1,2,1,0,0,0,0,1,0,0,33.0,0,1,0,1,2,1,0,0,0
537,0,6.0,2,1,0,0,0,0,0,1374.0,4,0,4,0,0,0,0,0,3,0,0,75.0,0,0,1,1,3,1,1,0,1
538,1,18.0,4,0,0,1,0,0,0,3612.0,0,4,3,0,0,0,0,0,4,0,0,37.0,0,0,1,1,2,1,1,0,1
539,0,48.0,2,1,0,0,0,0,0,7763.0,0,4,4,0,1,0,0,0,4,0,1,42.0,1,0,0,1,3,1,0,0,0
540,2,18.0,2,0,0,1,0,0,0,3049.0,0,1,1,0,0,0,0,0,1,0,0,45.0,1,0,1,1,1,1,0,0,1
541,1,12.0,2,0,0,0,1,0,0,1534.0,0,1,1,0,0,1,0,0,1,1,0,23.0,0,1,0,1,2,1,0,0,0
542,3,24.0,3,1,0,0,0,0,0,2032.0,0,4,4,0,1,0,0,0,4,0,1,60.0,0,0,0,2,2,1,1,0,1
543,0,30.0,2,0,0,1,0,0,0,6350.0,4,4,4,0,1,0,0,0,4,0,0,31.0,0,0,1,1,2,1,0,0,0
544,2,18.0,2,0,0,1,0,0,0,2864.0,0,2,2,0,1,0,0,0,1,1,0,34.0,0,0,1,1,1,2,0,0,0
545,3,,4,1,0,0,0,0,0,1255.0,0,4,4,0,1,0,0,0,4,1,0,61.0,0,0,1,2,1,1,0,0,1
546,0,24.0,3,1,0,0,0,0,0,1333.0,0,0,4,0,1,0,0,0,2,1,0,43.0,0,0,0,2,2,2,0,0,0
547,3,24.0,4,1,0,0,0,0,0,2022.0,0,2,4,0,0,0,0,0,4,0,0,37.0,0,0,1,1,2,1,1,0,1
548,3,24.0,2,0,0,0,1,0,0,1552.0,0,3,3,0,1,0,0,0,1,0,0,32.0,1,0,1,1,2,2,0,0,1
549,0,12.0,1,0,0,0,1,0,0,626.0,0,2,4,0,0,0,0,0,4,1,0,24.0,1,0,1,1,1,1,0,0,0
550,3,48.0,4,0,1,0,0,0,0,8858.0,4,3,2,0,1,0,0,0,1,0,1,35.0,0,0,0,2,2,1,1,0,1
551,3,12.0,4,0,0,0,0,0,0,996.0,4,3,4,0,0,0,0,0,4,1,0,23.0,0,0,1,2,2,1,0,0,1
552,3,6.0,1,0,0,0,1,0,0,-1750.0,2,4,2,0,1,0,0,0,4,0,0,45.0,1,0,1,1,1,2,0,0,1
553,0,48.0,2,0,0,0,1,0,0,6999.0,0,3,1,0,0,1,0,1,1,1,0,34.0,0,0,1,2,2,1,1,0,0
554,1,12.0,4,1,0,0,0,0,0,1995.0,1,1,4,0,1,0,0,0,1,0,0,27.0,0,0,1,1,2,1,0,0,1
555,1,9.0,2,0,0,0,0,1,0,1199.0,0,3,4,0,0,0,0,0,4,0,0,67.0,0,0,1,2,3,1,1,0,1
556,1,12.0,2,0,0,0,1,0,0,1331.0,0,1,2,0,1,0,0,0,1,0,0,22.0,1,0,1,1,2,1,0,0,0
557,1,18.0,0,1,0,0,0,0,0,2278.0,1,1,3,0,0,0,0,0,3,0,0,28.0,0,0,1,2,2,1,0,0,0
558,3,21.0,0,1,0,0,0,0,0,5003.0,4,2,1,0,0,0,0,0,4,0,0,29.0,1,0,1,2,2,1,1,0,0
559,0,24.0,1,0,0,1,0,0,0,3552.0,0,3,3,0,1,0,0,0,4,0,0,27.0,1,0,1,1,2,1,0,0,0
560,1,18.0,4,0,0,1,0,0,0,1928.0,0,1,2,0,1,0,0,0,2,1,0,31.0,0,0,1,2,1,1,0,0,0
561,0,24.0,2,0,1,0,0,0,0,2964.0,4,4,4,0,1,0,0,0,4,0,1,49.0,1,0,0,1,2,2,1,0,1
562,0,24.0,1,0,0,0,1,0,0,1546.0,0,3,4,0,1,0,0,1,4,0,0,24.0,1,1,0,1,1,1,0,0,0
563,2,6.0,3,0,0,0,1,0,0,683.0,0,1,2,0,0,0,0,0,1,0,0,29.0,1,0,1,1,2,1,0,0,1
564,1,36.0,2,1,0,0,0,0,0,12389.0,4,2,1,0,1,0,0,0,4,0,1,37.0,0,0,0,1,2,1,1,0,0
565,1,24.0,3,0,0,0,0,0,1,4712.0,4,2,4,0,1,0,0,0,2,0,0,,1,0,1,2,3,1,1,0,1
566,1,24.0,3,0,0,0,1,0,0,1553.0,1,3,3,0,0,0,0,0,2,0,0,-23.0,0,1,0,2,2,1,1,0,1
567,0,12.0,2,1,0,0,0,0,0,1372.0,0,3,2,1,0,0,0,0,3,0,0,36.0,0,0,1,1,2,1,0,0,0
568,3,24.0,4,0,0,0,1,0,0,2578.0,3,4,2,0,1,0,0,0,2,0,0,34.0,0,0,1,1,2,1,0,0,1
569,1,48.0,2,0,0,0,1,0,0,,4,3,4,0,1,0,0,0,1,0,0,41.0,0,0,1,2,2,2,1,0,1
570,0,48.0,2,0,0,0,1,0,0,,0,2,3,0,0,0,0,0,2,0,0,31.0,0,0,1,1,2,1,1,0,0
571,0,24.0,2,0,0,1,0,0,0,3234.0,0,1,4,0,0,0,0,0,4,1,0,23.0,0,1,0,1,1,1,1,0,0
572,3,30.0,4,0,0,0,1,0,0,5954.0,0,3,3,0,1,0,1,0,2,0,0,38.0,0,0,1,1,2,1,0,0,1
573,3,24.0,2,0,1,2,0,0,0,5433.0,4,0,2,0,0,0,0,0,4,0,0,26.0,0,1,0,1,3,1,1,0,1
574,0,15.0,2,0,0,0,0,0,1,,0,2,4,0,0,0,0,0,4,0,0,22.0,0,0,1,1,1,1,0,0,1
575,1,9.0,2,0,0,0,1,0,0,1082.0,0,4,4,0,1,0,0,0,4,0,0,27.0,0,0,1,2,1,1,0,0,1
576,3,15.0,4,0,0,1,0,0,0,2788.0,0,3,2,0,0,0,1,0,3,0,0,24.0,1,0,1,2,2,1,0,0,1
577,1,12.0,2,0,0,0,1,0,0,2930.0,0,3,2,0,0,0,0,0,1,1,0,,0,0,1,1,2,1,0,0,1
578,3,24.0,4,0,0,0,0,1,0,1927.0,4,2,3,0,0,0,0,0,2,0,0,33.0,0,0,1,2,2,1,1,0,1
579,1,36.0,4,1,0,0,0,0,0,2820.0,0,1,4,1,0,0,0,0,4,0,0,27.0,0,0,1,2,2,1,0,0,0
